id,text,createdAt,createdAtISO,likes,childCommentCount,parentCommentId,hasTranslation,hasLikedComment,isCovered,restrictedStatus,typename,giphyMediaInfo,author,postUrl,postShortcode,post_url,post_id,comment_id,reply_to,created_at,retweets,replies,quotes,views,author_id,author_username,author_name,author_followers,author_verified
1.8078112184602176e+16,Sudah pada potong kuku belum kak? 😢,1769073196.0,2026-01-22T09:13:16.000Z,0,1.0,,True,False,False,,XDTCommentDict,,"{'id': '1119988060', 'username': 'danielleonardsinaga', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/542304865_18521055223052061_2971409332658745405_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4yMDAuYzIifQ&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=bw9qDGPKSdwQ7kNvwFkZ0g4&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQBwWF96Wgea-bh8_Wqt6AFXFYZ5ekL4zUwEB8a_DFxRFA&oe=6A6D845D&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841401561817499'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.855089782504374e+16,@40613_ kakk kaakk kita udh dari awal dapur kami jalan udh buat konten  jg untuk dokumentasi bahwa sppg kami NYATA adanya 😍,1769008554.0,2026-01-21T15:15:54.000Z,4,1.0,,True,False,False,,XDTCommentDict,,"{'id': '75724361824', 'username': 'sppg.enggal02', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/516489148_17845294782521825_4403082757505661481_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=WXy7BmIdbpMQ7kNvwHEST72&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQCFPwdCmVPvCWvP75_KN4mmNTKuzCFAIcHzDZDjXd9IVA&oe=6A6D97BF&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841475654735545'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.793180237717856e+16,"Gimnaya hasil dri tiap sppg/MBG keberhasilnya untuk menaikan setaus gizi anak"" apakah masalah Satanting udh bisa teratasi?",1769052789.0,2026-01-22T03:33:09.000Z,2,3.0,,True,False,False,,XDTCommentDict,,"{'id': '726698562', 'username': 'andih_12', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/731580715_18605158900042563_3231557704173044271_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=CvQkmnTumcQQ7kNvwGqS_Nt&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQACHLRbM0BxT8h0dCX6b2x-B5_SjgpMzOUuIMLwjPBpPg&oe=6A6D70B1&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841401276871354'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.814036755947591e+16,"Bang udah bang, yg diangkat PPPK yg punya peran penting doang di MBG, cuci ompreng mah masih buruh😂",1769048975.0,2026-01-22T02:29:35.000Z,11,1.0,,True,False,False,,XDTCommentDict,,"{'id': '8931908920', 'username': 'rofy_septian', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/607810674_18323682556300921_8007010504801796185_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=nYANq6sCOoAQ7kNvwEdViGv&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQDsCeiI0zCCnpee9RzlEjx_QwIACeqGln9-zAZltam7yg&oe=6A6D86D5&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841409027606488'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.8056210375690304e+16,Gaji besaran dia daripada HONORER.,1768998854.0,2026-01-21T12:34:14.000Z,283,17.0,,True,False,False,,XDTCommentDict,,"{'id': '2023212373', 'username': 'alfian.rahmat', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/720674990_18558147463068374_4017794191719593860_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDI0LmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=6dHRvn_mSwsQ7kNvwH3fFYn&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQD6IVf6xbhA1OfzVB-hU_usYUodKaB6r2ydBsFSL-A1aQ&oe=6A6D7AE5&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841402051202901'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.8099626473856864e+16,"Serius nanya, kalo mau kerja di mbg harus punya ordal kah?🤔",1769056831.0,2026-01-22T04:40:31.000Z,4,5.0,,True,False,False,,XDTCommentDict,,"{'id': '57785193574', 'username': 'dewipramadani743', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.2885-19/328148232_1386530188777570_579364158679031743_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby40ODAuYzIifQ&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gHiM7E6T63YQm_M0QVv4X204yCTCKzxhaFgGoEOY1zhkHGkEURWzIVM-Jplr48FAUM&_nc_ohc=ATSzGjMdhWYQ7kNvwHIkx9B&_nc_gid=ivS7AJz1wL24Sn4pN7DLNA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQB9HfkfZ_rpuYV7DCcZbaQtums9kmvVerG6Ej4uaYb58A&oe=6A6D7D79&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841457647243149'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.807956395635067e+16,Mantap langsung bikin akun😂 buat cari tambahan cuan hahha,1769060802.0,2026-01-22T05:46:42.000Z,2,3.0,,False,False,False,,XDTCommentDict,,"{'id': '1950653773', 'username': 'rizkyiky29', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/587552061_18507941395069774_7481707402099993308_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gHiM7E6T63YQm_M0QVv4X204yCTCKzxhaFgGoEOY1zhkHGkEURWzIVM-Jplr48FAUM&_nc_ohc=Wd0NXiR4y1cQ7kNvwEoB0Kw&_nc_gid=ivS7AJz1wL24Sn4pN7DLNA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQCUx17iyo5rP0zaKNW-VVO480dTQXFypyedjMnBwLvaVg&oe=6A6D8318&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841402093193831'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.803802565075471e+16,Hormat ibu CEO @teraschadijah,1768993484.0,2026-01-21T11:04:44.000Z,4,0.0,,False,False,False,,XDTCommentDict,,"{'id': '53808359240', 'username': 'abdulrahiim__', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.2885-19/288523479_174978474918659_8686295955560271202_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gHiM7E6T63YQm_M0QVv4X204yCTCKzxhaFgGoEOY1zhkHGkEURWzIVM-Jplr48FAUM&_nc_ohc=jkra4if2zZkQ7kNvwGMU1kw&_nc_gid=ivS7AJz1wL24Sn4pN7DLNA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQDqHdAKAGNEsziVHA8VUL_MX88z4mAGf3SyEwAflGVPnQ&oe=6A6D85E6&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841453977206044'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.7881369029449752e+16,Dapat bayaran dari pajak kita kah ini?,1769067718.0,2026-01-22T07:41:58.000Z,3,0.0,,True,False,False,,XDTCommentDict,,"{'id': '67866272044', 'username': 'maestro13848', 'fullName': None, 'profilePicUrl': 'https://instagram.ftng4-2.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.ftng4-2.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gGeOVoajAO5QtBsaBxUXtrli69GIzlNF7piIFwOQXblw80CJWiZFAfFd9aeSx6NVYk&_nc_ohc=vUGxye7DTtYQ7kNvwG-eH4T&_nc_gid=jIW72BLAvQCXYPSfxg7yUQ&edm=AFs-eF8BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQBH_5o4pcIwJYPKayPxJD672CvasGH-F-KKIDZgsCPsFQ&oe=6A6D73AA&_nc_sid=72eed0', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841467681343284'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
1.7994701903902396e+16,Yang di protes dan di kritik itu KEBIJAKAN PEMERINTAH..bukan masalah kerjaan atau profesinya..harus pegawai SPPG gak usah NGE-BRIEF dengan video-video kaya gini..,1769081032.0,2026-01-22T11:23:52.000Z,1,0.0,,True,False,False,,XDTCommentDict,,"{'id': '3640957917', 'username': 'sidoelc26', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/542827905_18385044820125918_5237762875405672565_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gHiM7E6T63YQm_M0QVv4X204yCTCKzxhaFgGoEOY1zhkHGkEURWzIVM-Jplr48FAUM&_nc_ohc=MDqjRwLYROgQ7kNvwGqNPMY&_nc_gid=ivS7AJz1wL24Sn4pN7DLNA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQDF3B3aTsKYuyTvI3OuRw53G2EuUnz55F3f2nhl8fVCLA&oe=6A6D8F60&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841403777515119'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,
