post_url,post_id,comment_id,text,reply_to,created_at,likes,retweets,replies,quotes,views,author_id,author_username,author_name,author_followers,author_verified
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079342181870084299,"Iya betul setuju dihentikan.
Simpel sj menilainya, wong mau ngasih makan para murid yg nilainya hanya 10 ribu sj dibutuhkan dn operasional lebih dari 1 juta. 
Gmn nggak boros, gmn nggak buang2 anggaran. Dikorupsi lagi. Mending kasih langsung masing2 1 juta beres, tepat sasaran.",['kompascom'],Mon Jul 20 23:06:23 +0000 2026,1,0,0,0,436.0,361743638,JohnMadjie,John Madjie,32,False
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079216062189691142,Tapi dia gak peduli itu,"['WidyaSetya1207', 'prabowo']",Mon Jul 20 14:45:13 +0000 2026,0,0,0,0,645.0,1749698965539553280,regar_op0sisi,Edy Bayo Regar,15501,True
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079817512552743165,Buka aja datanya biar ga ada yg suudzon mulu,['kompascom'],Wed Jul 22 06:35:10 +0000 2026,0,0,0,0,13.0,2002990780475146240,Firmansyah43677,Garin Firmansyah,0,False
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079211957052379320,"Sosialis, tapi feodal temenan sama kapitalis. 
Marai mumet ndase. 
Wakil dewan juga diem² bae.","['regar_op0sisi', 'prabowo']",Mon Jul 20 14:28:55 +0000 2026,17,0,1,0,825.0,1450148630468300801,baca_saja1,Baca saja,3746,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079215971332759663,Mereka bekerjasama malah,"['baca_saja1', 'prabowo']",Mon Jul 20 14:44:52 +0000 2026,3,0,1,0,735.0,1749698965539553280,regar_op0sisi,Edy Bayo Regar,15501,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079902503311921268,"Harusnya rebranding jadi SPPG, Stasiun Pemesanan Pisang Goreng",[],Wed Jul 22 12:12:54 +0000 2026,71,5,0,0,8290.0,181896677,JVLEHA,Galちゃん - 嘉璐,43482,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079214683249316113,"Kadang bingung, kok dia itu bebal banget ya.","['regar_op0sisi', 'prabowo']",Mon Jul 20 14:39:45 +0000 2026,12,0,1,0,533.0,1259753320152887296,Naandaa27,Nda ! 🧳,14248,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079917087573917786,bu nanik yang ini love buangeeeetttt🤩😆 https://t.co/tcbBV6nECh,['JVLEHA'],Wed Jul 22 13:10:51 +0000 2026,74,0,1,0,4754.0,1361597349651378176,mooniionn,🌙i,28,False
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079215767674065361,Almarhum ayahandanya aja ngomong begitu,"['Naandaa27', 'prabowo']",Mon Jul 20 14:44:03 +0000 2026,8,0,1,0,490.0,1749698965539553280,regar_op0sisi,Edy Bayo Regar,15501,True
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2077725679718936838,https://t.co/lcnXH4mTKc,[],Thu Jul 16 12:02:58 +0000 2026,6,1,0,0,5789.0,1259753320152887296,Naandaa27,Nda ! 🧳,14248,True
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079817541841502324,Transparansi pengelolaan dapur MBG dapat meningkatkan kepercayaan masyarakat,['kompascom'],Wed Jul 22 06:35:17 +0000 2026,0,0,0,0,23.0,1869975066743844866,RahmahNopilia,Rahmah Nopilianti,2,False
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079917785724104727,KEBAYANYA PISANGGG,['mooniionn'],Wed Jul 22 13:13:37 +0000 2026,37,0,2,0,3341.0,181896677,JVLEHA,Galちゃん - 嘉璐,43482,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079212220727410757,udah terlalu tua untuk menerima saran..,"['regar_op0sisi', 'prabowo']",Mon Jul 20 14:29:57 +0000 2026,2,0,1,0,529.0,1474533999343136775,AzwarmanM,Azwarman Muchtar,1398,False
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2077740111761211527,https://t.co/8vfQM3eija,[],Thu Jul 16 13:00:19 +0000 2026,14,1,1,0,5565.0,1259753320152887296,Naandaa27,Nda ! 🧳,14248,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079819510836760823,https://t.co/uEP74g0P4k,['JVLEHA'],Wed Jul 22 06:43:07 +0000 2026,50,0,1,1,8616.0,232436225,lolitanevercome,darnnitstrue,989,False
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079215882006630693,Yes dan memang sudah watak,"['AzwarmanM', 'prabowo']",Mon Jul 20 14:44:30 +0000 2026,2,0,0,0,475.0,1749698965539553280,regar_op0sisi,Edy Bayo Regar,15501,True
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079673208618566037,"Anjirrr Buzzer mbg nya banyak banget disini, akun foto cewe2 dgn follower 1-2ekor wkwkwkwk",['kompascom'],Tue Jul 21 21:01:46 +0000 2026,0,0,0,0,25.0,1242538595686080512,Thetruthlink01,J.Burnintone,96,False
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2077842527663824910,https://t.co/YnFCh5os3U,[],Thu Jul 16 19:47:17 +0000 2026,6,1,0,0,3724.0,1259753320152887296,Naandaa27,Nda ! 🧳,14248,True
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079521537418285409,"Padahal harta ga dibawa mati, tapi kok pada serakah sih?",['kompascom'],Tue Jul 21 10:59:04 +0000 2026,0,0,0,0,57.0,1267323471157055489,daunv2,misinumpanglewat,0,False
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2078053536555061324,https://t.co/PfisrnQEiS,[],Fri Jul 17 09:45:46 +0000 2026,3,0,0,0,1735.0,1259753320152887296,Naandaa27,Nda ! 🧳,14248,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079868384196579481,Ingat Matius 6:14,['lolitanevercome'],Wed Jul 22 09:57:19 +0000 2026,0,0,1,0,6897.0,181896677,JVLEHA,Galちゃん - 嘉璐,43482,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079330489501130777,Nomor 4 akan mengantar prabowo 2 periode,"['regar_op0sisi', 'prabowo']",Mon Jul 20 22:19:55 +0000 2026,2,0,1,0,300.0,713391896,cadoize3,kanan dari lahir,7959,True
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2078062268965871876,https://t.co/RkKiY53x2K,[],Fri Jul 17 10:20:28 +0000 2026,4,1,0,0,1472.0,1259753320152887296,Naandaa27,Nda ! 🧳,14248,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079803352792351216,Bagus itu berarti ga ada conflict of interest,['JVLEHA'],Wed Jul 22 05:38:54 +0000 2026,32,0,2,0,4837.0,46627179,shandya,the elusive sniffer,15114,False
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079260535498084425,"Demi perut dan bawah perut, semua cara dilakukan.",['kompascom'],Mon Jul 20 17:41:57 +0000 2026,1,0,0,0,436.0,2057828197513961472,FajarKaya0101,Fajar Kaya,0,False
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2077677925906944169,"whoa ada lagiii, waduh moga tak ada yang keracunan, ancur lagi nih program negara yang namanya udah jelek dibukin tambah jelek lagi",['Naandaa27'],Thu Jul 16 08:53:13 +0000 2026,22,0,1,0,2136.0,2064687815477338112,musobandi,Muso Bandi,2823,True
https://x.com/ardisatriawan/status/2079031883900633488?s=20,2079031883900633488,2079138149075488994,Kan kalo dengan MBG anak anak jadi punya kekuatan buat nahan atap itu,['ardisatriawan'],Mon Jul 20 09:35:37 +0000 2026,0,0,0,0,190.0,54811132,kukuhya,Kukuh Adi D.,32373,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079375253881733446,Itulah tujuannya,"['cadoize3', 'prabowo']",Tue Jul 21 01:17:48 +0000 2026,0,0,0,0,244.0,1749698965539553280,regar_op0sisi,Edy Bayo Regar,15501,True
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079817551274512744,Gw malah penasaran dapurnya udh jalan dimana aja nih,['kompascom'],Wed Jul 22 06:35:20 +0000 2026,0,0,0,0,16.0,1869307457522241536,naymaziani,Nayma Ziani,14,False
https://x.com/ardisatriawan/status/2079031883900633488?s=20,2079031883900633488,2079035158985138577,"Apakah ada yg lebih penting dari perut lapar

Yak lanjut MBG 
Kata tone Deaf https://t.co/Nhp9DrGHJz",['ardisatriawan'],Mon Jul 20 02:46:23 +0000 2026,15,0,0,0,567.0,1576390259260026882,Rizkyland_,Rizkyland▫️,1516,True
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2077684392743571576,Udah ada tanda2 keracunan tuh kak,['musobandi'],Thu Jul 16 09:18:55 +0000 2026,6,0,0,0,1927.0,1259753320152887296,Naandaa27,Nda ! 🧳,14248,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079803556237123595,Kan aku juga mau,['shandya'],Wed Jul 22 05:39:43 +0000 2026,4,1,0,0,4357.0,181896677,JVLEHA,Galちゃん - 嘉璐,43482,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079216398107378175,"Uangnya dari rakyat buat ngasih makan anaknya rakyat.... 
Itupun kalau enak, keracunan iya, dikorupsi jelas... 
Kenapa gak lebih bagus rakyatnya dikasih lapangan kerja, urusan makan anaknya biar dipikir orang tuanya...","['regar_op0sisi', 'prabowo']",Mon Jul 20 14:46:33 +0000 2026,10,0,0,0,187.0,274357098,Yaka_sulistya,yowie,151,False
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079818322862825966,Yuk dibikin transparan biar ga ada narasi macem2,['kompascom'],Wed Jul 22 06:38:23 +0000 2026,0,0,0,0,9.0,1869631914824675328,Ecakurniasi,eca kurniasi,15,False
https://x.com/ardisatriawan/status/2079031883900633488?s=20,2079031883900633488,2079033230217642352,"Logika pejabat: Gak apa-apa atap sekolah ambruk &amp; harus numpang belajar, yang penting perut kenyang wkwk. Nanti kalau ketiban kayu pas belajar, solusinya tinggal dikasih susu gratis kali ya biar lukanya auto sembuh?",['ardisatriawan'],Mon Jul 20 02:38:43 +0000 2026,7,0,0,0,422.0,418626296,andrean_u,Andrean,777,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079801091253039515,Beda nanik yang ini jual pisang aroma..,['JVLEHA'],Wed Jul 22 05:29:55 +0000 2026,7,0,1,0,2451.0,264102883,luxyriz,Luxy Rizkyanto,10837,False
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079217754121580852,"Kl itu uang mu pribadi tidak masalah. Rakyat tidak rela Krn dalam pelaksanaan nya banyak penyelewengan ,Prabowo. Itu uang rakyat tahu","['regar_op0sisi', 'prabowo']",Mon Jul 20 14:51:57 +0000 2026,4,1,0,0,211.0,1535988698398924801,FujiantoEddy,Eddy fujianto,2,False
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079817521461371145,Semoga koordinasi antar pihak makin enak biar ga rame,['kompascom'],Wed Jul 22 06:35:12 +0000 2026,0,0,0,0,18.0,1761661187220258816,naufalton,Naufal Alton,6,False
https://x.com/LambeSahamjja/status/2081381717244555418?s=20,2081381717244555418,2081444266849755431,"Ada 270 juta rakyat, lu pikir mudah mengurus ini semua. Dengan mbg minimal perut bisa dipenuhi. Orang bisa sabar kalau gak punya pekerjaan tapi perutnya lapar ? Kolaps dia.",['LambeSahamjja'],Sun Jul 26 18:19:19 +0000 2026,0,0,17,0,1552.0,1934546145222463488,DimasFaisa29580,Dimas Faisal,0,False
https://x.com/ardisatriawan/status/2079031883900633488?s=20,2079031883900633488,2079041031442698435,"Kata pembela program tersebut "" Anak-anak tidak akan pernah bisa fokus belajar jika perut dalam kondisi lapar""🥴

Padahal mahh, sarana prasarana dan kesejahteraan gaji guru jauh lebih penting daripada sekedar makan 1x😩🙈",['ardisatriawan'],Mon Jul 20 03:09:43 +0000 2026,3,0,0,0,514.0,2020299269840965633,onchainok,OnchainOK,1039,False
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079801285533155424,Aroma oligarki,['luxyriz'],Wed Jul 22 05:30:41 +0000 2026,17,2,0,0,2192.0,181896677,JVLEHA,Galちゃん - 嘉璐,43482,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079438663021400571,"Maksa banget dgn programnya,  masukan dari pakar dan masyrakat diangap angin lalu seakan apa yg dia putuskan itu harga mati dan hrs dijlnkn,  seperti maha benar aja kawan satu ini.","['regar_op0sisi', 'prabowo']",Tue Jul 21 05:29:46 +0000 2026,3,0,0,0,32.0,1853487101423349760,cutmalika63,Cut malika,728,False
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079466426587553807,ini bentuk efisiensi anggaran juga sih memanfaatkan aset negara yg udh ada drpd bikin infrastruktur baru dri nol,['kompascom'],Tue Jul 21 07:20:05 +0000 2026,0,0,1,0,124.0,1813489558933180416,Burak06000,Burak Demirseren,0,False
https://x.com/ardisatriawan/status/2079031883900633488?s=20,2079031883900633488,2079057928242577540,"Buleleng : tingkat literasi rendah, sppg lebih banyak dimiliki oleh pemkab dan coklat, kantong suara 02, tahun lalu ada berita mbg bermasalah cepat ditakedown, akun yang membagikan langsung hilang, jumlah sekolah rusaknya banyak.",['ardisatriawan'],Mon Jul 20 04:16:51 +0000 2026,3,0,0,0,471.0,1731202258015318016,BroNDRONG,ᵣₑｚᵢₘｂₐｂᵢｂᵤₜₐｗₜｆ,14,False
https://x.com/LambeSahamjja/status/2081381717244555418?s=20,2081381717244555418,2081478104594456753,"Inilah standar orang2 yang digaji uang haram, ada anak yang kehilangan ayahnya karena harus mencuri ayam untuk memberi makan anaknya itu salah satu bentuk ketidakmampuan memberikan nafkah, berarti yang dibutuhkan itu pekerjaan bukan makanan yang bisa dimakan sekali trus masuk rs",['LambeSahamjja'],Sun Jul 26 20:33:46 +0000 2026,0,0,1,0,1439.0,1556111387172433920,lkmnjjn,better,2,False
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079818325970882690,Biar publik ga nebak2 mending dijelasin sekalian,['kompascom'],Wed Jul 22 06:38:24 +0000 2026,0,0,0,0,7.0,1869633675635380224,Ekasaaputrii,eka saputri,15,False
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079860052564054346,"Untung aja bukan Bu Rudy yg jadi kepala BGN, kalo engga bisa pada kena diare anak2nya",['JVLEHA'],Wed Jul 22 09:24:13 +0000 2026,3,1,1,0,1918.0,49582287,yagituaja,adid,2098,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079219048626438340,"Ituu mbg bertentangan denga mandatory spending Apbn utk pendidikanbsebesar 20%
Jadii bertentangan dengan konstitusi
Solusinya apa
Ya bikin pos anggaran baru jgan ganggu pos2 yg udh dikunci sama uud","['regar_op0sisi', 'prabowo']",Mon Jul 20 14:57:05 +0000 2026,3,0,0,0,210.0,1576390259260026882,Rizkyland_,Rizkyland▫️,1516,True
https://x.com/ardisatriawan/status/2079031883900633488?s=20,2079031883900633488,2079143991371846120,"Banyak banget gedung gedung sekolah yang sudah tak layak 
Mengajukan untuk dapat rehab juga susah 
Sama di desa saya ngajar juga gitu 
Semoga anak anak tetap aman 
Aamiin",['ardisatriawan'],Mon Jul 20 09:58:50 +0000 2026,1,0,0,0,120.0,2059173374962880512,deka86virgo,dwi kurniawati,19,False
https://x.com/Naandaa27/status/2077672020863533184?s=20,2077672020863533184,2077678068991414636,"Baru juga mulai lagi, sudah ada kasus seperti ini. Benar-benar memprihatinkan.",['Naandaa27'],Thu Jul 16 08:53:47 +0000 2026,20,0,2,0,2763.0,1809153661819592704,tsuki1751731,tsuki,1682,True
https://x.com/LambeSahamjja/status/2081381717244555418?s=20,2081381717244555418,2081390049002987771,"MBG tuh hanya buat sekali makan si anak. Ekonomi ortu, tuh buat 3 makan sekeluarga. Mana yg penting? Bangkitkan ekonomi atau kasih makan ? Kalau orang cerdas, pasti mikir buat bangkit ekonomi. Tapi klo sekedar pengin dipuji ya pilih kasih makan https://t.co/hndagEhsxW.",['LambeSahamjja'],Sun Jul 26 14:43:52 +0000 2026,16,4,0,0,4217.0,363148931,bambangsknt,mas bams,3762,True
https://x.com/JVLEHA/status/2079800619280605645?s=20,2079800619280605645,2079872497290457572,Sambelnya enak sih aku suka :(,['yagituaja'],Wed Jul 22 10:13:40 +0000 2026,1,0,0,0,1558.0,181896677,JVLEHA,Galちゃん - 嘉璐,43482,True
https://x.com/regar_op0sisi/status/2079208098141794557?s=20,2079208098141794557,2079357324033179849,"Mau tdk mau hrs bersabar 3 thn ke depan..
Di beri masukan sm dosen,aktivis sosial,pdhl orang"" pintar yg memberi masukan..
Tp apalah daya,karakter terbentuk sejak lahir,,","['regar_op0sisi', 'prabowo']",Tue Jul 21 00:06:33 +0000 2026,1,0,1,0,135.0,1641328867406381056,VodoJohar,3v,13,False
https://x.com/kompascom/status/2079052174693441955?s=20,2079052174693441955,2079510259593548131,Orang-orang yang nge-hate MBG fix banget kurang piknik atau kurang update 🤡,['kompascom'],Tue Jul 21 10:14:15 +0000 2026,0,0,0,0,81.0,2183299574,ramdanif61,fajar ramdani,43,False
https://x.com/ardisatriawan/status/2079031883900633488?s=20,2079031883900633488,2079035881588191725,"🗣️: ""Sekolah ambruk? Ini pasti ulah antek2 asing yang tidak suka bangsa kita bangsa menjadi besar. Untuk itu sodara-sodara. Rakyat kita butuh makan, orang pinter tidak akan pinter jika lapar. """,['ardisatriawan'],Mon Jul 20 02:49:15 +0000 2026,1,1,0,0,207.0,79162706,yuyud_brawn,Yuyud Brawn⚒️,1346,True
